Game,Returner Name,Frechet Distance,Yards Gained,Yards Gained Percentage,Returning Team,Defending Team
365,Nsimba Webster,21.32519347,9.22,10.08752735,LA,SF
366,Steven Sims,4.30981707,12.35,10.91954023,WAS,SEA
367,Deonte Harris,8.700281605,14.93,18.5235732,NO,TB
368,Diontae Spencer,5.156775396,18.22,18.32997988,DEN,LV
369,Alex Erickson,2.544802382,22.21,20.29422515,CIN,LAC
370,Hunter Renfrow,14.77605094,11.81,12.96519925,LV,NYJ
371,Tavon Austin,1.977127305,1.69,1.679586563,GB,DET
372,Tommylee Lewis,14.57068234,9.16,10.58959538,NO,CAR
373,Jakeem Grant,5.552215829,8.93,7.782813317,MIA,SEA
374,Steven Sims,6.324952363,2.65,3.081395349,WAS,CIN
375,Chad Beebe,4.746869781,11.52,10.70234114,MIN,DET
376,Nyheim Hines,4.956714453,20.47,20.27334852,IND,MIN
377,Braxton Berrios,4.777762254,9.18,8.916949976,NYJ,ARI
378,Deonte Harris,8.41642307,3.19,3.904050912,NO,SF
379,Trey Quinn,4.460300065,5.67,7.446808511,JAX,CLE
380,Pharoh Cooper,3.601694046,20.64,17.34745335,CAR,GB
381,James Proche,8.540857458,3.02,3.610280932,BAL,CIN
382,K.J. Hill,0.731095069,0.91,1.12138016,LAC,LV
383,K.J. Hamler,6.966727255,2.32,2.449065766,DEN,KC
384,David Moore,10.06583047,5.66,5.87502595,SEA,BUF
385,Kalif Raymond,2.616327753,10.88,11.79148152,TEN,IND
386,Nsimba Webster,12.90242967,6.72,6.913580247,LA,WAS
387,Gunner Olszewski,12.77411647,1.07,1.099013969,NE,LA
388,Diontae Spencer,8.532504946,89.76,87.43424898,DEN,CAR
389,Jalen Reagor,8.746159973,11.69,11.28160587,PHI,WAS
390,Keke Coutee,3.612578623,3.04,3.12596401,HOU,IND
391,Nsimba Webster,10.21458433,16.81,15.36141826,LA,SEA
392,Diontae Johnson,5.256046108,11.56,11.36117936,PIT,IND
393,Andre Roberts,11.85712237,10.37,10.07970451,BUF,SEA
394,DeAndre Carter,8.570221429,7.75,6.926445616,HOU,PIT
395,Hunter Renfrow,4.556665206,21.15,25.67059109,LV,MIA
396,James Proche,6.062745847,8.7,9.786276715,BAL,PHI
397,Mecole Hardman,29.33454613,0.72,0.67264574,KC,BUF
398,Deonte Harris,16.63494292,14.26,17.61146103,NO,CHI
399,Antonio Brown,6.243026379,2.53,2.801151461,TB,KC
400,Steven Sims,5.232420187,4.69,4.506149116,WAS,DET
401,Hunter Renfrow,3.029521487,2.37,2.615028136,LV,KC
402,Greg Ward,5.272343612,7.82,7.893408701,PHI,WAS
403,Ray-Ray McCloud,7.772668038,7.24,7.564517814,PIT,CIN
404,Jabrill Peppers,2.092799703,15.94,14.79762347,NYG,CLE
405,DeAndre Carter,4.157276847,11.36,12.08896456,CHI,JAX
406,Kenjon Barner,6.376461835,3.32,2.975443628,TB,LA
407,Danny Amendola,3.295655738,10.97,10.98098098,DET,MIN
408,Greg Ward,8.413471107,1.91,1.898230968,PHI,PIT
409,Andre Roberts,26.59265864,12.7,14.84859114,BUF,NYJ
410,Dede Westbrook,3.639106573,10.02,12.5344008,JAX,MIA
411,Kalif Raymond,11.52127992,4.04,3.660746647,TEN,PIT
412,Marquez Callaway,3.850264564,14.62,16.84525867,NO,ATL
413,Donovan Peoples-Jones,23.70371058,1.04,1.026754862,CLE,HOU
414,Mecole Hardman,5.957015892,5.86,5.920986157,KC,DEN
415,Nyheim Hines,5.250562282,6.97,6.139346428,IND,CLE
416,Micah Hyde,6.162443983,7.35,10.87760841,BUF,DEN
417,Demarcus Robinson,9.929638273,1.9,1.902282739,KC,LV
418,Nsimba Webster,6.584753187,1.19,1.479363501,LA,TB
419,Cooper Kupp,2.968301905,3.08,4.649056604,LA,WAS
420,Pharoh Cooper,8.378715163,0.5,0.486618005,CAR,DEN
421,Isaiah Rodgers,7.667592084,13.93,15.08065389,IND,NYJ
422,Gunner Olszewski,6.230107241,22.26,29.5421367,NE,LA
423,Jakeem Grant,5.541397663,18.86,24.65681788,MIA,LAC
424,Diontae Johnson,9.058302515,10.62,10.0037679,PIT,NYG
425,CeeDee Lamb,16.02333556,1.2,1.28,DAL,NYG
426,James Proche,3.606716167,16.25,18.44285552,BAL,PIT
427,Jabrill Peppers,6.800235529,21.32,20.26230755,NYG,PHI
428,Kalif Raymond,6.628454266,0.4,0.429000429,TEN,MIN
429,Jakeem Grant,18.72294221,10.4,14.01428379,MIA,BUF
430,Isaiah Wright,3.250149105,2.41,2.47154138,WAS,NYG
431,Jaydon Mickens,3.041868311,3.9,4.127420891,TB,GB
432,Mecole Hardman,3.066509874,6.38,6.749180154,KC,CAR
433,Jalen Reagor,4.937750575,81.22,86.61618855,PHI,GB
434,Ray-Ray McCloud,2.503979796,13.15,12.28512706,PIT,JAX
435,Nsimba Webster,4.85559164,9.21,12.61298274,LA,SEA
436,Ced Wilson,6.061848921,1,0.959508732,DAL,ATL
437,Damiere Byrd,3.932651616,15.67,14.71223359,NE,SEA
438,Brandon Powell,3.323019465,12.95,13.74880561,ATL,CHI
439,Brandon Powell,5.010101616,2.32,2.359882006,ATL,CAR
440,Brandon Powell,4.937080602,20.85,21.17181154,ATL,LAC
441,Nsimba Webster,10.19335559,17.35,19.13743658,LA,MIA
442,Cooper Kupp,3.337843962,5.99,5.413465883,LA,SF
443,Jakeem Grant,3.20182668,9.3,9.602478059,MIA,NYJ
444,Nsimba Webster,6.072027324,3.37,3.896404209,LA,SF
445,Ray-Ray McCloud,2.285446997,11.4,10.10996807,PIT,WAS
446,Kenjon Barner,2.689197627,25.7,28.20147043,TB,ATL
447,CeeDee Lamb,4.592134545,7.29,6.395297833,DAL,SEA
448,J.T. Gray,8.28960058,1.17,1.242829828,NO,KC
449,Nsimba Webster,2.277382328,26.08,24.24467788,LA,NYJ
450,Tommylee Lewis,5.545019571,8.17,9.836262942,NO,ATL
451,Diontae Spencer,3.891418946,43.54,41.44693003,DEN,NYJ
452,Keelan Cole,8.103268086,0.12,0.116595414,JAX,HOU
453,Jakeem Grant,6.965980237,0.45,0.520411703,MIA,NYJ
454,Keelan Cole,1.433168663,12.21,11.92149971,JAX,MIN
455,Alex Erickson,12.46227809,32.91,31.20614451,CIN,BAL
456,Keke Coutee,5.408018702,10.57,9.951981923,HOU,IND
457,Gunner Olszewski,12.07439968,60.29,62.98579189,NE,LAC
458,Andre Roberts,12.83235468,10.56,9.971671388,BUF,NE
459,CeeDee Lamb,4.760818926,4.44,4.458726652,DAL,PHI
460,Christian Kirk,12.53906056,12,17.6056338,ARI,PHI
461,Alvin Kamara,7.803733139,0.05,0.051877983,NO,DET
462,Pharoh Cooper,2.315803196,10.71,9.997199664,CAR,LV
463,Kalif Raymond,10.17519964,3.62,3.199292974,TEN,HOU
464,James Proche,4.012443146,8.76,11.5430228,BAL,JAX
465,Nsimba Webster,2.770006455,8.45,8.020121488,LA,NE
466,Mecole Hardman,5.338567178,35.7,40.31620553,KC,NYJ
467,Nyheim Hines,4.037036717,15.44,14.64756664,IND,JAX
468,Nyheim Hines,5.294013583,10.08,10.86206897,IND,MIN
469,Ray-Ray McCloud,4.596729537,3.86,3.551057958,PIT,IND
470,Andre Roberts,3.848930314,24.49,21.87192998,BUF,KC
471,Deonte Harris,4.200108491,17.46,17.66670039,NO,TB
472,Christian Kirk,12.34624627,13.75,13.77203526,ARI,NYG
473,David Moore,5.056906552,19.38,18.57745399,SEA,NE
474,Hunter Renfrow,4.946262163,17.34,20.64285714,LV,DEN
475,Richie James,5.008932489,13.24,12.70633397,SF,LA
476,Danny Johnson,10.16806248,3.16,3.489399293,WAS,DAL
477,Christian Kirk,24.8556777,29.87,36.28522838,ARI,NYG
478,CeeDee Lamb,1.751151837,16.91,17.67349498,DAL,SF
479,Ray-Ray McCloud,9.550676659,6.55,7.257617729,PIT,CIN
480,Nyheim Hines,3.481739142,20.45,19.91430519,IND,CHI
481,CeeDee Lamb,7.209971396,20.92,19.94090173,DAL,LA
482,Jabrill Peppers,2.454257315,20.17,25.04345667,NYG,PHI
483,Marquez Callaway,7.047490521,1.6,1.892371378,NO,ATL
484,Jakeem Grant,4.66002325,0.66,0.671004473,MIA,NYJ
485,Steven Sims,4.804831544,10.03,9.448003014,WAS,DAL
486,Kenjon Barner,1.668322511,4.37,3.896567098,TB,DET
487,Brandon Rusnak,5.106698592,3.71,3.309545049,JAX,IND
488,DeAndre Carter,5.009710359,23.74,22.90179433,HOU,KC
489,Alex Erickson,6.863779951,4.27,3.75483644,CIN,PHI
490,Gunner Olszewski,7.179907055,6.16,7.587141274,NE,LA
491,Donovan Peoples-Jones,3.912975566,6.52,8.207452165,CLE,PHI
492,Antonio Callaway,10.51214903,4.12,4.301524327,MIA,KC
493,Gunner Olszewski,7.287939072,3.7,3.386107806,NE,BUF
494,Cooper Kupp,5.68703458,10.25,12.88821828,LA,WAS
495,Keke Coutee,5.489560638,1.85,1.751893939,HOU,TEN
496,CeeDee Lamb,8.607720813,2.15,2.485549133,DAL,NYG
497,Steven Sims,7.997252908,0.96,0.997195388,WAS,PHI
498,Golden Tate,13.89697543,8.01,7.564453678,NYG,LA
499,Anthony Miller,4.993003931,31.26,32.40049751,CHI,MIN
500,Jabrill Peppers,4.165398469,6.03,6.410120123,NYG,BAL
501,Ced Wilson,6.065514773,0.64,0.580867671,DAL,SEA
502,Marquez Callaway,1.494132206,15.1,16.24878941,NO,MIN
503,Alex Erickson,7.265431676,3.03,4.1966759,CIN,BAL
504,Jaydon Mickens,1.798327321,13.36,11.90518624,TB,LAC
505,Nsimba Webster,2.506960592,5.95,5.470761309,LA,ARI
506,Jamal Agnew,2.814233799,19.67,26.23366231,DET,ARI
507,Nyheim Hines,3.588915389,10.65,13.24462132,IND,JAX
508,Trent Taylor,3.985314513,12.02,11.34604493,SF,LA
509,Nyheim Hines,6.297949719,0.08,0.08762322,IND,BAL
510,Donovan Peoples-Jones,3.184427409,15.88,17.59166944,CLE,TEN
511,Pharoh Cooper,15.1951481,0.38,0.456018241,CAR,ARI
512,Mecole Hardman,8.464191767,1.61,2.007481297,KC,NO
513,Nsimba Webster,5.447898825,6.05,5.468185105,LA,MIA
514,Cooper Kupp,4.989406328,3.72,3.406905394,LA,SEA
515,Diontae Spencer,8.452121268,10,11.50880424,DEN,LAC
516,Dwayne Harris,9.917703644,10.54,10.96545984,CHI,TEN
517,Jaydon Mickens,11.30696458,8.84,9.041628311,TB,GB
518,Marquez Callaway,3.934190698,7,6.77572355,NO,LAC
519,DeAndre Carter,1.752084473,12.36,11.42223454,HOU,MIN
520,Nsimba Webster,3.432549802,36.38,37.69167012,LA,NYJ
521,Ray-Ray McCloud,5.036784096,1.15,1.161498839,PIT,DAL
522,Christian Kirk,11.48590279,32.74,29.36586241,ARI,BUF
523,Andre Roberts,4.881575998,14.61,15.61564771,BUF,NYJ
524,Christian Kirk,5.722758952,18.2,25.74257426,ARI,NYG
525,Jaydon Mickens,4.829752462,0.98,1.104598738,TB,NYG
526,Anthony Miller,2.845323418,21.5,25.35078411,CHI,HOU
527,Dwayne Harris,11.48901034,13.12,14.09994627,CHI,TEN
528,Gunner Olszewski,4.387392774,4.29,5.770006725,NE,LA
529,Trent Taylor,5.614614266,10.99,10.28737246,SF,GB
530,Andre Roberts,10.43626493,4.32,4.592324864,BUF,LAC
531,Hunter Renfrow,3.29346165,26.36,24.94794624,LV,BUF
532,Chad Beebe,3.895189379,9.85,8.721445015,MIN,TB
533,Jamal Agnew,5.978190707,17.07,16.4071511,DET,MIN
534,Nsimba Webster,3.968947051,3.16,3.167602245,LA,WAS
535,Josh Jackson,4.050088738,6.81,6.037234043,GB,JAX
536,CeeDee Lamb,6.986093932,8.84,9.062948534,DAL,CLE
537,Tyler Ervin,5.208824079,10.45,10.37220844,GB,MIN
538,Nyheim Hines,1.886467766,79.34,76.60519455,IND,HOU
539,Diontae Spencer,10.17732126,8.5,12.05160924,DEN,TEN
540,Ray-Ray McCloud,10.7602548,25.13,27.85722204,PIT,CLE
541,Steven Sims,7.407011315,3.4,3.265776582,WAS,SEA
542,K.J. Hamler,1.475307427,9.55,9.827124923,DEN,ATL
543,Pharoh Cooper,5.737227851,8.77,7.824069944,CAR,CHI
544,Pharoh Cooper,10.97470862,13.33,15.95642806,CAR,DEN
545,Kenjon Barner,7.757283714,14.92,16.71896011,TB,ATL
546,Steven Sims,6.496920038,20.69,22.29045464,WAS,PIT
547,Deonte Harris,4.828106081,6.66,7.308240974,NO,TB
548,Keke Coutee,6.254101196,10.04,10.50319071,HOU,CHI
549,Richie James,11.40818586,1.82,1.925314715,SF,WAS
550,Kalif Raymond,4.357148658,1.79,1.735505139,TEN,MIN
551,Brandon Aiyuk,4.985124327,14.32,13.37817638,SF,BUF
552,Kalif Raymond,6.563207173,1.34,1.269660792,TEN,IND
553,James Proche,6.762599563,6.49,6.592178771,BAL,HOU
554,Alex Erickson,3.091487004,28.26,29.11901082,CIN,NYG
555,Ray-Ray McCloud,4.299264709,43.74,57.1615264,PIT,CIN
556,K.J. Osborn,5.775488742,10.6,13.05418719,MIN,HOU
557,Pharoh Cooper,4.192847827,11.22,12.47914581,CAR,GB
558,Jaydon Mickens,6.452420603,2.46,2.252540976,TB,NO
559,Braxton Berrios,8.94334171,2.52,2.974504249,NYJ,CLE
560,DeSean Jackson,7.008787572,1.75,1.619770455,PHI,NYG
561,Kalif Raymond,4.226685731,11.72,10.89624396,TEN,DEN
562,James Proche,4.614256923,9.09,8.774131274,BAL,CLE
563,Nsimba Webster,3.763179555,3.19,3.564644094,LA,WAS
564,Andre Roberts,2.346321689,10.44,12.23772125,BUF,NYJ
565,Jamal Agnew,4.80209445,3.66,3.878351171,DET,TB
566,Jaydon Mickens,4.238777034,7.73,6.927764832,TB,CHI
567,Diontae Johnson,7.723197675,6.53,7.439899738,PIT,PHI
568,Trent Taylor,2.862526847,9.21,8.565848214,SF,ARI
569,Alex Erickson,10.22591959,5.01,4.813142473,CIN,IND
570,Gunner Olszewski,5.299351562,3.04,3.265306122,NE,HOU
571,Christian Kirk,10.84568208,8.83,8.019981835,ARI,BUF
572,Jalen Reagor,4.345670255,15.4,15.97676107,PHI,DAL
573,D'Ernest Johnson,,0,0,CLE,NYJ
574,Tarik Cohen,7.646997892,3.97,4.154023229,CHI,DET
575,David Moore,3.626142375,4.57,5.073831464,SEA,NYG
576,Christian Kirk,14.18506892,5.87,5.825146373,ARI,PHI
577,Steven Sims,8.657443507,15.17,14.55016305,WAS,NYG
578,Mecole Hardman,4.203711528,12.63,11.51741747,KC,TB
579,Nyheim Hines,13.02024809,2.58,2.769726248,IND,LV
580,Ted Ginn,7.016973315,5.74,7.34203121,CHI,TB
581,Braxton Berrios,1.929380961,16.47,16.49309033,NYJ,LAC
582,Andre Roberts,4.392682418,15.07,20.99178159,BUF,ARI
583,Marquez Callaway,2.546186923,20.42,18.4113245,NO,DEN
584,Byron Murphy,7.029431002,1.51,1.660252886,ARI,LA
585,Andre Roberts,6.553442581,0.17,0.174126805,BUF,ARI
586,Kenjon Barner,9.692698747,6.32,6.194863752,TB,LA
587,Greg Ward,10.40871867,6.07,6.394185189,PHI,BAL
588,Desmond King,7.638341372,6.04,5.516989404,LAC,CIN
589,Mecole Hardman,6.391896773,17.79,15.69059799,KC,LAC
590,Jabrill Peppers,5.477462255,6.83,8.189448441,NYG,PIT
591,Tommylee Lewis,6.07128031,15.96,14.02460457,NO,KC
592,Brandon Aiyuk,7.878539407,8.8,10.83076923,SF,WAS
593,Greg Ward,5.817406306,0.11,0.100300903,PHI,CIN
594,Pharoh Cooper,15.72721075,6.3,5.757631146,CAR,DET
595,Anthony Miller,6.874336187,8.71,10.21341463,CHI,ATL
596,Brandon Powell,4.583959414,4.99,5.805700989,ATL,NO
597,Brandon Powell,4.481552169,5.21,4.853735793,ATL,LV
598,Alex Erickson,5.001371629,9.15,10.37414966,CIN,PHI
599,Kalif Raymond,2.954349365,17.18,15.26432697,TEN,CHI
600,CeeDee Lamb,11.54226247,1.24,1.272186314,DAL,ATL
601,Dwayne Harris,4.562854798,0.84,0.829056455,CHI,NO
602,Mecole Hardman,4.773563824,8.58,7.769627819,KC,DEN
603,Deonte Harris,10.84410348,1.02,1.125455147,NO,ATL
604,Greg Ward,8.547539198,1.2,1.214820814,PHI,CIN
605,Keelan Cole,7.277666363,1.85,2.003031615,JAX,MIN
606,Deonte Harris,5.162558821,15.92,15.93434091,NO,CHI
607,Greg Ward,6.037416334,12.35,11.82723616,PHI,SF
608,Deonte Harris,9.271423549,11.9,12.73135765,NO,TB
609,Donovan Peoples-Jones,8.849654593,1.75,1.615583456,CLE,PIT
610,Ray-Ray McCloud,9.728193501,4.23,4.756015291,PIT,CLE
611,Christian Kirk,21.38828599,9.36,9.153139057,ARI,SEA
612,Gunner Olszewski,6.323207414,11.7,11.1534795,NE,KC
613,Donovan Peoples-Jones,2.91517045,8.97,8.397303876,CLE,HOU
614,Greg Ward,9.283159734,1.05,1.378857518,PHI,CIN
615,Jamie Collins,4.324922555,4,7.264802034,DET,IND
616,D.J. Reed,3.558860187,14.94,17.0586892,SEA,NYJ
617,Devin Duvernay,1.646208916,13.28,16.14785992,BAL,CIN
618,Alex Erickson,4.090592205,14.48,13.23583181,CIN,NYG
619,Nsimba Webster,3.545651534,5.23,4.967705167,LA,ARI
620,Nsimba Webster,2.582532744,14.31,14.9078029,LA,SF
621,Devin Duvernay,3.001532811,15.29,15.09378085,BAL,NYG
622,Chris Claybrooks,5.165396721,10.68,11.85744421,JAX,LAC
623,Steven Sims,20.58599943,28.22,27.58553275,WAS,SF
624,Greg Stroman,9.443766974,3.72,3.558786951,WAS,BAL
625,D.J. Reed,30.23721873,2.2,2.154539222,SEA,WAS
626,DeAndre Carter,2.851089997,19.13,19.29594513,HOU,GB
627,Alex Erickson,3.87817079,4.63,4.930252369,CIN,LAC
628,Bryce Callahan,1.425319807,8.35,9.488636364,DEN,LAC
629,C.J. Board,23.98604116,7.16,7.068114511,NYG,WAS
630,Andre Roberts,6.625805096,4.33,4.533556696,BUF,NE
631,Christian Kirk,12.26827162,7.23,8.022636485,ARI,SEA
632,Ray-Ray McCloud,6.216259525,1.16,1.020767335,PIT,JAX
633,Trent Taylor,8.923582404,11.59,11.77127768,SF,ARI
634,Keke Coutee,6.623396357,8.02,9.153161379,HOU,IND
635,Donovan Peoples-Jones,12.04605335,5.02,5.754241174,CLE,PIT
636,Alex Erickson,12.58154036,4.54,4.397946333,CIN,MIA
637,Greg Ward,3.377793248,11.54,11.46319658,PHI,BAL
638,Kenjon Barner,4.923527673,3.56,3.182265129,TB,ATL
639,Nsimba Webster,2.471942556,14.33,16.46747874,LA,CHI
640,River Cracraft,5.513100989,3.57,3.643972645,SF,ARI
641,Christian Kirk,12.4456303,1.53,2.189781022,ARI,DAL
642,Steven Sims,13.52313699,3.34,3.456483494,WAS,CLE
643,Hunter Renfrow,3.496683157,12.57,11.3376026,LV,NYJ
644,Desmond King,12.91929434,0.33,0.381811871,LAC,KC
645,Andy Isabella,9.126365787,1.31,1.172784244,ARI,WAS
646,Desmond King,5.127740815,6.04,6.219750798,LAC,JAX
647,Christian Kirk,3.157270002,5.93,5.519873406,ARI,NYG
648,Kenjon Barner,17.58569427,8.92,8.173737744,TB,DET
649,Mecole Hardman,4.541024791,2.54,2.679324895,KC,TB
650,Desmond King,3.651261342,14.77,13.66833241,LAC,CIN
651,Nyheim Hines,4.18756854,6.7,6.580239639,IND,BAL
652,Davontae Harris,12.23247636,5.19,4.915703732,BAL,PIT
653,Cedrick Wilson,7.221296775,1.54,1.540770385,DAL,PIT
654,Nyheim Hines,10.69737445,2.85,2.597757725,IND,CHI
655,Alex Erickson,1.257524712,9.6,9.115077858,CIN,CLE
656,Christian Kirk,5.29129563,2.22,2.509325195,ARI,NYJ
657,David Moore,11.32130373,7.19,6.617579383,SEA,ARI
658,Kalif Raymond,4.197459923,14.09,13.23626116,TEN,HOU
659,K.J. Hill,8.462509845,3.82,3.500091625,LAC,DEN
660,James Proche,3.885147983,4.92,4.744912721,BAL,PHI
661,Jabrill Peppers,4.813958841,14.08,19.33269257,NYG,PHI
662,Ray-Ray McCloud,9.027268692,7.21,8.238117002,PIT,TEN
663,Alex Erickson,5.384975451,10.6,10.277293,CIN,PIT
664,Jaydon Mickens,2.506471424,4.39,5.593069181,TB,DEN
665,Nyheim Hines,3.749092019,4.23,5.023752969,IND,GB
666,Diontae Spencer,7.81920556,20.62,22.86538035,DEN,LAC
667,Keelan Cole,9.756093878,3.38,3.413451828,JAX,MIN
668,Tyler Hall,10.20059312,5.7,5.200729927,ATL,KC
669,DeAndre Carter,1.670269439,14.4,14.72844431,CHI,JAX
670,Keelan Cole,9.828149642,8.14,11.24464705,JAX,GB
671,Chris Claybrooks,10.53267156,2.33,2.892972436,JAX,HOU
672,Greg Ward,9.178489951,1.69,1.590139255,PHI,DAL
673,Andre Roberts,8.829601218,2.82,3.184641446,BUF,NYJ
674,Kalif Raymond,3.718061974,22.04,20.46235261,TEN,CHI
675,Brandon Powell,3.548640135,3.9,3.995901639,ATL,TB
676,Isaiah Wright,5.757047689,0.73,0.695701897,WAS,NYG
677,Andre Roberts,5.911144562,1.41,1.289201792,BUF,TEN
678,Ted Ginn,9.920959427,16.73,18.77033547,CHI,IND
679,Marquez Callaway,4.806539813,13.84,16.72911882,NO,LAC
680,Nsimba Webster,8.13154836,2.72,2.492897076,LA,SEA
681,CeeDee Lamb,5.684839737,20.16,19.37530034,DAL,SEA
682,Keke Coutee,5.387569489,6.45,6.081463323,HOU,NE
683,Mecole Hardman,31.55633301,10.42,9.024770483,KC,TB
684,Donovan Peoples-Jones,9.394402589,1.8,2.383790226,CLE,PIT
685,Greg Ward,7.951629283,4.96,5.204070926,PHI,BAL
686,Deonte Harris,5.693973984,8.74,13.68833203,NO,TB
687,James Proche,2.54716319,10.17,11.3796576,BAL,WAS
688,Christian Kirk,11.20219079,0.84,0.970761586,ARI,SEA
689,Alex Erickson,4.700070194,4.21,4.447496303,CIN,IND
690,CeeDee Lamb,9.209831994,6.38,7.258248009,DAL,PHI
691,K.J. Hill,2.495272917,41.92,42.78424168,LAC,TB
692,Nyheim Hines,4.733211624,25.88,22.7716674,IND,PIT
693,Tyron Johnson,7.701458938,1.05,0.990659496,LAC,LV
694,Kalif Raymond,3.313932069,5.94,7.535202334,TEN,JAX
695,K.J. Osborn,4.984371521,6.54,6.230351529,MIN,JAX
696,Jabrill Peppers,0.860035037,12.07,11.26142937,NYG,CHI
697,Jaydon Mickens,6.426285108,0.91,0.863295702,TB,CAR
698,Chad Beebe,5.471583354,4.51,4.968601961,MIN,TB
699,Ray-Ray McCloud,7.770283694,0.03,0.030791337,PIT,JAX
700,Deonte Harris,9.385538748,12.48,11.35887867,NO,DET
701,Gunner Olszewski,2.598181793,76.32,86.23728814,NE,LAC
702,Steven Sims,5.251934315,11.87,12.97551377,WAS,ARI
703,Kalif Raymond,9.659909302,43.1,48.06512769,TEN,BUF
704,K.J. Hill,10.07024697,4.65,5.678349005,LAC,NYJ
705,Brandon Powell,0.792444967,12.69,12.67732268,ATL,LAC
706,Gunner Olszewski,2.718892783,18.23,17.87254902,NE,NYJ
707,Braxton Berrios,4.715569968,15.31,14.40127928,NYJ,NE
708,JoJo Natson,3.820511685,13.04,14.47923606,CLE,CIN
709,Christian Kirk,11.55988825,9.67,11.90153846,ARI,NYG
710,Golden Tate,3.786313643,14.9,14.84951166,NYG,LA
711,Greg Ward,4.504228492,9.8,12.22097518,PHI,DAL
712,Will Fuller,3.991228091,0.3,0.402522474,HOU,PIT
713,Jakeem Grant,3.445003707,17.95,19.14258292,MIA,LAC
714,D.J. Reed,5.442067982,7.03,7.24294251,SEA,SF
715,Jaydon Mickens,3.171173964,2.83,3.37668536,TB,LAC
716,Jaydon Mickens,6.531110367,1.7,1.850239443,TB,ATL
717,Ted Ginn,7.557741573,1.77,2.195484991,CHI,CAR
718,Nyheim Hines,7.988115449,11.77,12.72707612,IND,DET
719,Mecole Hardman,18.49415805,1.56,1.57814871,KC,NO
720,Pharoh Cooper,2.230220977,8.46,10.26948288,CAR,NO
721,Brandon Powell,2.989648985,7.56,8.364682452,ATL,CHI
722,Mecole Hardman,7.472601601,3.55,4.742818971,KC,ATL
723,Ray-Ray McCloud,8.786377644,5.9,5.337434413,PIT,BAL
724,Kalif Raymond,3.195299397,11.83,12.49603887,TEN,CHI
725,Jabrill Peppers,10.26891871,7.36,7.305936073,NYG,CIN
726,Kenjon Barner,5.354440821,3.51,4.647160069,TB,DET
727,Dante Pettis,2.786854001,7.65,8.508508509,SF,ARI
728,Danny Amendola,10.91165631,5.82,7.399872854,DET,WAS
729,Kenjon Barner,5.533163859,7.81,8.131181676,TB,LA
730,CeeDee Lamb,2.928466077,0.7,0.652741514,DAL,WAS
