,play,yardage,median_deviation,mean_deviation,algorithm
0,play1639-game2020101109.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play174-game2020112908.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1597-game2020091308.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1359-game2021010315.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play142-game2020122013.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play120-game2020112211.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play123-game2020101105.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1473-game2020110106.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1118-game2020101805.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play179-game2021010305.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1174-game2021010308.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1552-game2020122711.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1306-game2020110108.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1643-game2020091400.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play136-game2020122709.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1598-game2020110102.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1744-game2020122003.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play120-game2020122100.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1000-game2020122705.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play123-game2020112601.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1479-game2021010315.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1363-game2020091307.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1798-game2020120702.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1306-game2020120607.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1203-game2020100100.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1121-game2020112202.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1424-game2020112909.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play160-game2020101807.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play123-game2020120600.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1653-game2021010309.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1000-game2021010304.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1748-game2020091311.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1556-game2020091400.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play131-game2020101901.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1489-game2020112201.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1033-game2020092004.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1208-game2021010313.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1607-game2020112210.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1801-game2020112202.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1366-game2020092009.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1125-game2020111501.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play123-game2020122602.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1002-game2020100410.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1310-game2020092706.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1564-game2020112907.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1265-game2020092003.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1426-game2020110800.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play161-game2020112900.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1131-game2021010307.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play121-game2020110806.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1043-game2020092708.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1175-game2020112901.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play137-game2020091302.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1005-game2020092003.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play181-game2020120603.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1612-game2020101813.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1428-game2020101200.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1311-game2020112207.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1663-game2020120604.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1566-game2020110110.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1135-game2020112211.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play118-game2021010311.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play175-game2021010315.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play121-game2020121310.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1232-game2020121900.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1373-game2020122012.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1822-game2020110806.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play151-game2020113000.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1615-game2020092711.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1008-game2020091401.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1312-game2021010313.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1667-game2020112203.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1063-game2020101109.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1140-game2020111504.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play143-game2020111507.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play121-game2020122003.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1566-game2020122600.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1267-game2020120700.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1232-game2021010309.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1377-game2020101805.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1510-game2020091300.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1065-game2020121313.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1620-game2020121900.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1329-game2020120611.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1009-game2020121308.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1827-game2020121307.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play127-game2020100410.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1151-game2020102503.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1751-game2020101101.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play122-game2020101109.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play144-game2020092004.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1674-game2020100404.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play157-game2020112202.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play153-game2020101900.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1394-game2020122709.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1071-game2020110806.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1011-game2020112211.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1331-game2020091306.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1180-game2020121311.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1837-game2020102200.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1270-game2020110810.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1764-game2020120608.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play144-game2020102509.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1621-game2020092003.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1575-game2020102513.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1155-game2020091302.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1246-game2020110808.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1073-game2020091308.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1677-game2020112202.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play122-game2020101805.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1332-game2020120600.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1535-game2021010314.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1015-game2020092100.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1182-game2020100401.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1767-game2020101200.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1246-game2020111503.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1276-game2020122600.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play122-game2020111503.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1631-game2020122800.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1075-game2020110811.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play140-game2020092010.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1441-game2020112906.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1157-game2020113000.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1692-game2020092702.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1539-game2020110108.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1858-game2021010314.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1018-game2020113000.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1183-game2020101112.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play134-game2020101106.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play128-game2020100403.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1633-game2020092707.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1767-game2020111512.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1250-game2020120610.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1579-game2020101110.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play122-game2020121700.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1450-game2020113000.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play154-game2020112901.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play116-game2021010301.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1406-game2020121309.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1861-game2021010305.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1025-game2020092007.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1341-game2020092700.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play170-game2020122002.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1183-game2020120609.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1637-game2020120601.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play177-game2020111505.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1253-game2020092800.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play141-game2020101102.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1164-game2020112910.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1458-game2020101100.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1586-game2021010300.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1026-game2020112909.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play154-game2020122711.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1711-game2020102512.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1188-game2020120603.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1862-game2020092004.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play195-game2021010313.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1258-game2020112905.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1287-game2020122007.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1780-game2020102513.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1459-game2020121305.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1088-game2020102513.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1587-game2020100500.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2319-game2020122702.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2183-game2020110808.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2265-game2020122708.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1719-game2020120607.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1867-game2020121400.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2046-game2020091310.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play119-game2020092712.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play213-game2020092709.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1983-game2021010311.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2369-game2020122602.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1783-game2020110106.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2427-game2020092002.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1090-game2021010306.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1876-game2020101112.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1589-game2020092007.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2323-game2020112211.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2267-game2020091401.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play119-game2020100413.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2370-game2020101810.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play213-game2020122007.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play249-game2020092704.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2525-game2020110101.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1096-game2020100400.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2054-game2020112201.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2428-game2020092711.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2330-game2020102600.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1883-game2020092400.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play119-game2020102513.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2270-game2020110809.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2656-game2020122602.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2134-game2020112205.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2491-game2020122704.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1988-game2020100401.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play238-game2020110802.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2062-game2020122100.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play129-game2020101200.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2541-game2020110112.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2583-game2020101200.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1883-game2020121304.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2711-game2020110105.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2272-game2020091301.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1995-game2020101112.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2492-game2020120601.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2070-game2020092400.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2429-game2020101108.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play130-game2020120602.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2381-game2020111600.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2135-game2021010309.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2541-game2021010307.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2583-game2020112205.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1995-game2020121306.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1107-game2020110112.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2712-game2020122709.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2075-game2020121310.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2492-game2020122012.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2432-game2020091303.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play130-game2020121311.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2184-game2020102512.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2338-game2020101801.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2138-game2020110805.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2272-game2020102200.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2385-game2020112909.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2590-game2020091301.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2660-game2020112900.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2542-game2020121302.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1889-game2020121311.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1998-game2020092008.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2743-game2020121900.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2796-game2021010301.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2497-game2021010315.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2399-game2020121312.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2345-game2020100410.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2196-game2020121305.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2445-game2020112201.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2604-game2020122100.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2661-game2020122708.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play1890-game2020101200.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play214-game2020122602.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2547-game2020122600.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2753-game2020112300.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2007-game2020101108.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play208-game2020092011.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2512-game2020120200.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2797-game2020100406.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2406-game2020110810.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2275-game2020111600.csv,,,,
,play,yardage,median_deviation,mean_deviation,algorithm
0,play2198-game2020121302.csv,,,,
